3059		YES	YES		Limited Edition	Chained 100% Bonus Frostfire Draggy	
3005		YES	YES		Limited Edition	Chained 100% Draggy	
3013		YES	YES		Limited Edition	Chained 100% Egyptian Draggy	
3086		YES	YES		Limited Edition	Chained 110% Bonus	
3075		YES	YES		Limited Edition	Chained 125% Bonus + Galaxy Draggy	
3081		YES	YES		Limited Edition	Chained 125% Extra Cash	
3015		YES	YES		Limited Edition	Chained 2 Headed Orc	
3019		YES	YES		Limited Edition	Chained 2 Headed Orc	
1466		YES	YES		Limited Edition	Chained 2-Head Holydeath Dragon	
3003		YES	YES		Limited Edition	Chained 3-Head Dragon	
3067		YES	YES		Limited Edition	Chained 3-Head Primal Dragon	
3001		YES	YES		Limited Edition	Chained 30% Off	
3011		YES	YES		Limited Edition	Chained 35% Off	
3053		YES	YES		Limited Edition	Chained 40% off	
3018		YES	YES		Limited Edition	Chained 50% Off	
3041		YES	YES		Limited Edition	Chained 60 Bonus	
3076		YES	YES		Limited Edition	Chained 60% + Off Star Draggy	
3004		YES	YES		Limited Edition	Chained 60% Off	
3071		YES	YES		Limited Edition	Chained 60% Off	
1481		YES	YES		Limited Edition	Chained 75% Bonus	
3023		YES	YES		Limited Edition	Chained 90 Bonus	
3066		YES	YES		Limited Edition	Chained 95% Brutal Slasher	
3050		YES	YES		Limited Edition	Chained 99% Bonus Revolution	
1335		YES	YES		Limited Edition	Chained Angelical Dragon	
3043		YES	YES		Limited Edition	Chained Antimatter Golem	
1297		YES	YES		Limited Edition	Chained Ares	
3056		YES	YES		Limited Edition	Chained Atlas Titan	
3012		YES	YES		Limited Edition	Chained Atomic Godzilla	
1476		YES	YES		Limited Edition	Chained Attack Booster Wizard	
1418		YES	YES		Limited Edition	Chained Balrogs	
3045		YES	YES		Limited Edition	Chained Battering Pack	
3051		YES	YES		Limited Edition	Chained Battle Pack	
1392		YES	YES		Limited Edition	Chained Black Bahamut	
1446		YES	YES		Limited Edition	Chained Black Dragon Rider	
3021		YES	YES		Limited Edition	Chained Black Magic Chest	
3044		YES	YES		Limited Edition	Chained Black Phoenix	
1289		YES	YES		Limited Edition	Chained Blue Fénix	
3060		YES	YES		Limited Edition	Chained Brutal Chest	
3069		YES	YES		Limited Edition	Chained Brutal Monster Chest	
3009		YES	YES		Limited Edition	Chained Brutal Slasher	
1451		YES	YES		Limited Edition	Chained Burning Tiger	
1395		YES	YES		Limited Edition	Chained Chameleon	
1448		YES	YES		Limited Edition	Chained Chest	
3079		YES	YES		Limited Edition	Chained Chest	
1450		YES	YES		Limited Edition	Chained Colossal Cobra	
3032		YES	YES		Limited Edition	Chained Creatures Chest	
3092		YES	YES		Limited Edition	Chained Creepy Monsters Chest	
1333		YES	YES		Limited Edition	Chained Cyclops	
1467		YES	YES		Limited Edition	Chained Dark Chest	
3055		YES	YES		Limited Edition	Chained Dark Evil God	
1338		YES	YES		Limited Edition	Chained Dark Lord	
3022		YES	YES		Limited Edition	Chained Death Warrior	
1455		YES	YES		Limited Edition	Chained Double Cash Offer	
1470		YES	YES		Limited Edition	Chained Draggy	
1287		YES	YES		Limited Edition	Chained Dragon	
1389		YES	YES		Limited Edition	Chained Dragon Hunter	
1393		YES	YES		Limited Edition	Chained Dragon Hunter II	
1459		YES	YES		Limited Edition	Chained Dragon Hunters	
1417		YES	YES		Limited Edition	Chained Dynasty Dragon	
1391		YES	YES		Limited Edition	Chained Egyptian Dragon	
1377		YES	YES		Limited Edition	Chained Electric Bahamut	
